 ;AAA;Current boundaries as at ;    ;20130111                 ; ;                         ;    ;
Q;FED;POZIERES                 ;4352;MARANOA                  ;N;                         ;    ;
Q;FED;PRAIRIE                  ;4816;KENNEDY                  ;N;                         ;    ;
Q;FED;PRATTEN                  ;4370;MARANOA                  ;N;                         ;    ;
Q;FED;PRAWLE                   ;4650;WIDE BAY                 ;N;                         ;    ;
Q;FED;PRENZLAU                 ;4311;BLAIR                    ;N;                         ;    ;
Q;FED;PRESTON                  ;4352;GROOM                    ;N;                         ;    ;
Q;FED;PRESTON                  ;4352;WRIGHT                   ;N;                         ;    ;
Q;FED;PRESTON                  ;4800;DAWSON                   ;N;                         ;    ;
Q;FED;PRIESTDALE               ;4127;RANKIN                   ;N;                         ;    ;
Q;FED;PRINCE HENRY HEIGHTS     ;4350;GROOM                    ;N;                         ;    ;
Q;FED;PRINCE OF WALES ISLAND   ;4875;LEICHHARDT               ;N;                         ;    ;
Q;FED;PRIORS POCKET            ;4070;RYAN                     ;Y;MOGGILL                  ;4070;
Q;FED;PROMISEDLAND             ;4660;HINKLER                  ;N;                         ;    ;
Q;FED;PROSERPINE               ;4800;DAWSON                   ;N;                         ;    ;
Q;FED;PROSPECT                 ;4715;FLYNN                    ;N;                         ;    ;
Q;FED;PROSTON                  ;4613;FLYNN                    ;N;                         ;    ;
Q;FED;PULLENVALE               ;4069;RYAN                     ;N;                         ;    ;
Q;FED;PUNCHS CREEK             ;4357;MARANOA                  ;N;                         ;    ;
Q;FED;PUNSAND                  ;4876;LEICHHARDT               ;N;                         ;    ;
Q;FED;PURGA                    ;4306;BLAIR                    ;N;                         ;    ;
Q;FED;PURONO PARK              ;4818;HERBERT                  ;Y;YABULU                   ;4818;
Q;FED;PURRAWUNDA               ;4356;GROOM                    ;N;                         ;    ;
Q;FED;QUAMBY                   ;4824;KENNEDY                  ;N;                         ;    ;
Q;FED;QUEENTON                 ;4820;KENNEDY                  ;N;                         ;    ;
Q;FED;QUILPIE                  ;4480;MARANOA                  ;N;                         ;    ;
Q;FED;QUINALOW                 ;4403;GROOM                    ;N;                         ;    ;
Q;FED;QUNABA                   ;4670;HINKLER                  ;N;                         ;    ;
Q;FED;QUOIN ISLAND             ;4680;FLYNN                    ;N;                         ;    ;
Q;FED;RAAF BASE GARBUTT        ;4814;HERBERT                  ;Y;GARBUTT                  ;4814;
Q;FED;RABY BAY                 ;4163;BOWMAN                   ;Y;CLEVELAND                ;4163;
Q;FED;RACECOURSE               ;4740;CAPRICORNIA              ;N;                         ;    ;
Q;FED;RACEVIEW                 ;4305;BLAIR                    ;N;                         ;    ;
Q;FED;RADFORD                  ;4307;WRIGHT                   ;N;                         ;    ;
Q;FED;RAGLAN                   ;4697;FLYNN                    ;N;                         ;    ;
Q;FED;RAILWAY ESTATE           ;4810;HERBERT                  ;N;                         ;    ;
Q;FED;RAINBOW BAY              ;4225;MCPHERSON                ;Y;COOLANGATTA              ;4225;
Q;FED;RAINBOW BEACH            ;4581;WIDE BAY                 ;N;                         ;    ;
Q;FED;RAINWORTH                ;4065;RYAN                     ;Y;BARDON                   ;4065;
Q;FED;RAINWORTH                ;4065;BRISBANE                 ;Y;BARDON                   ;4065;
Q;FED;RAMSAY                   ;4358;GROOM                    ;N;                         ;    ;
Q;FED;RANGEMORE                ;4352;GROOM                    ;N;                         ;    ;
Q;FED;RANGEMORE                ;4806;DAWSON                   ;N;                         ;    ;
Q;FED;RANGES BRIDGE            ;4405;MARANOA                  ;N;                         ;    ;
Q;FED;RANGEVILLE               ;4350;GROOM                    ;N;                         ;    ;
Q;FED;RANGEWOOD                ;4817;HERBERT                  ;N;                         ;    ;
Q;FED;RANSOME                  ;4154;BONNER                   ;N;                         ;    ;
Q;FED;RASMUSSEN                ;4815;HERBERT                  ;N;                         ;    ;
Q;FED;RATHDOWNEY               ;4287;WRIGHT                   ;N;                         ;    ;
Q;FED;RAVENSBOURNE             ;4352;MARANOA                  ;N;                         ;    ;
Q;FED;RAVENSHOE                ;4888;KENNEDY                  ;N;                         ;    ;
Q;FED;RAVENSWOOD               ;4816;KENNEDY                  ;N;                         ;    ;
Q;FED;RAWBELLE                 ;4630;FLYNN                    ;N;                         ;    ;
Q;FED;RAYMONDS HILL            ;4305;BLAIR                    ;Y;BRASSALL                 ;4305;
Q;FED;RAYMONDS HILL            ;4305;BLAIR                    ;Y;NORTH IPSWICH            ;4305;
Q;FED;RED HILL                 ;4059;BRISBANE                 ;N;                         ;    ;
Q;FED;RED HILL                 ;4413;MARANOA                  ;N;                         ;    ;
Q;FED;REDBANK                  ;4301;OXLEY                    ;N;                         ;    ;
Q;FED;REDBANK CREEK            ;4312;BLAIR                    ;N;                         ;    ;
Q;FED;REDBANK PLAINS           ;4301;BLAIR                    ;N;                         ;    ;
Q;FED;REDBANK PLAINS           ;4301;OXLEY                    ;N;                         ;    ;
Q;FED;REDCLIFFE                ;4020;PETRIE                   ;N;                         ;    ;
Q;FED;REDFORD                  ;4467;MARANOA                  ;N;                         ;    ;
Q;FED;REDGATE                  ;4605;WIDE BAY                 ;N;                         ;    ;
Q;FED;REDHILL FARMS            ;4671;FLYNN                    ;N;                         ;    ;
Q;FED;REDLAND BAY              ;4165;BOWMAN                   ;N;                         ;    ;
Q;FED;REDLYNCH                 ;4870;LEICHHARDT               ;N;                         ;    ;
Q;FED;REDRIDGE                 ;4660;HINKLER                  ;N;                         ;    ;
Q;FED;REDWOOD                  ;4350;GROOM                    ;N;                         ;    ;
Q;FED;REEDY CREEK              ;4227;MCPHERSON                ;N;                         ;    ;
Q;FED;REESVILLE                ;4552;FISHER                   ;N;                         ;    ;
Q;FED;REGENCY DOWNS            ;4341;WRIGHT                   ;N;                         ;    ;
Q;FED;REGENTS PARK             ;4118;RANKIN                   ;N;                         ;    ;
Q;FED;REID RIVER               ;4816;KENNEDY                  ;N;                         ;    ;
Q;FED;REIDS CREEK              ;4625;FLYNN                    ;N;                         ;    ;
Q;FED;RENNEL ISLAND            ;4875;LEICHHARDT               ;N;                         ;    ;
Q;FED;RHYDDING                 ;4718;FLYNN                    ;N;                         ;    ;
Q;FED;RICHLANDS                ;4077;OXLEY                    ;N;                         ;    ;
Q;FED;RICHMOND                 ;4740;DAWSON                   ;N;                         ;    ;
Q;FED;RICHMOND                 ;4822;KENNEDY                  ;N;                         ;    ;
Q;FED;RICHMOND HILL            ;4820;KENNEDY                  ;N;                         ;    ;
Q;FED;RIDGELANDS               ;4702;FLYNN                    ;N;                         ;    ;
Q;FED;RIDGEWOOD                ;4563;WIDE BAY                 ;N;                         ;    ;
Q;FED;RIFLE RANGE              ;4311;BLAIR                    ;N;                         ;    ;
Q;FED;RINGTAIL CREEK           ;4565;WIDE BAY                 ;N;                         ;    ;
Q;FED;RINGWOOD                 ;4343;WRIGHT                   ;N;                         ;    ;
Q;FED;RIORDANVALE              ;4800;DAWSON                   ;N;                         ;    ;
Q;FED;RIPLEY                   ;4306;BLAIR                    ;N;                         ;    ;
Q;FED;RITA ISLAND              ;4807;DAWSON                   ;N;                         ;    ;
Q;FED;RIVER HEADS              ;4655;HINKLER                  ;N;                         ;    ;
Q;FED;RIVER RANCH              ;4680;FLYNN                    ;N;                         ;    ;
Q;FED;RIVERHILLS               ;4074;OXLEY                    ;N;                         ;    ;
Q;FED;RIVERLEIGH               ;4626;FLYNN                    ;N;                         ;    ;
Q;FED;RIVERSLEIGH              ;4470;MARANOA                  ;N;                         ;    ;
Q;FED;RIVERTON                 ;4385;MARANOA                  ;N;                         ;    ;
Q;FED;RIVERVIEW                ;4303;BLAIR                    ;N;                         ;    ;
Q;FED;ROADVALE                 ;4310;WRIGHT                   ;N;                         ;    ;
Q;FED;ROBERTSON                ;4109;MORETON                  ;N;                         ;    ;
Q;FED;ROBINA                   ;4226;MCPHERSON                ;N;                         ;    ;
Q;FED;ROCHE CREEK              ;4419;MARANOA                  ;N;                         ;    ;
Q;FED;ROCHEDALE                ;4123;BONNER                   ;N;                         ;    ;
Q;FED;ROCHEDALE SOUTH          ;4123;RANKIN                   ;N;                         ;    ;
Q;FED;ROCKHAMPTON CITY         ;4700;CAPRICORNIA              ;N;                         ;    ;
Q;FED;ROCKLEA                  ;4106;MORETON                  ;N;                         ;    ;
Q;FED;ROCKMOUNT                ;4344;WRIGHT                   ;N;                         ;    ;
Q;FED;ROCKSBERG                ;4510;LONGMAN                  ;N;                         ;    ;
Q;FED;ROCKSIDE                 ;4343;WRIGHT                   ;N;                         ;    ;
Q;FED;ROCKVILLE                ;4350;GROOM                    ;N;                         ;    ;
Q;FED;ROCKY CREEK              ;4357;MARANOA                  ;N;                         ;    ;
Q;FED;ROCKY POINT              ;4873;LEICHHARDT               ;N;                         ;    ;
Q;FED;ROCKYVIEW                ;4701;CAPRICORNIA              ;N;                         ;    ;
Q;FED;RODDS BAY                ;4678;FLYNN                    ;N;                         ;    ;
